Timestamp,Model,Input Tokens,Output Tokens,Input Cost ($),Output Cost ($),Total Cost ($),Prompt
2025-07-02T14:45:48.694615,deepseek/deepseek-r1-0528,11,499,0.000005,0.001073,0.001078,Pizza platforms with multiple outlets
2025-07-02T14:45:49.818807,google/gemini-2.5-flash,6,450,0.000002,0.001125,0.001127,Quick pizza delivery for game night
2025-07-02T14:45:50.032656,perplexity/sonar-pro,5,491,0.000015,0.007365,0.007380,Online pizza chains delivering nationwide
2025-07-02T14:45:50.166559,openai/o4-mini,6,0,0.000007,0.000000,0.000007,Pizza delivery sites with online payment
2025-07-02T14:45:50.264796,anthropic/claude-3.5-haiku-20241022:beta,15,500,0.000012,0.002000,0.002012,Pizza delivery with customizable crust thickness
2025-07-02T14:45:50.479168,openai/o4-mini,6,561,0.000007,0.002468,0.002475,Pizza ordering sites with side dishes
2025-07-02T14:45:50.624454,perplexity/sonar-pro,7,264,0.000021,0.003960,0.003981,Pizza delivery services with meaty sides
2025-07-02T14:45:50.804327,anthropic/claude-3.5-haiku-20241022:beta,13,259,0.000010,0.001036,0.001046,Quick pizza delivery for game night
2025-07-02T14:45:51.277105,openai/o4-mini,5,471,0.000005,0.002072,0.002078,Pizza apps offering combo meals
2025-07-02T14:45:51.291705,perplexity/sonar-pro,5,500,0.000015,0.007500,0.007515,Pizza service comparison in India
2025-07-02T14:45:51.478009,deepseek/deepseek-r1-0528,13,500,0.000006,0.001075,0.001081,Pizza delivery platforms with regional presence
2025-07-02T14:45:52.014140,perplexity/sonar-pro,6,355,0.000018,0.005325,0.005343,Online pizza ordering with vegetarian options
2025-07-02T14:45:52.055103,perplexity/sonar-pro,6,397,0.000018,0.005955,0.005973,Pizza delivery with customizable crust thickness
2025-07-02T14:45:52.202028,google/gemini-2.5-flash,7,492,0.000002,0.001230,0.001232,Pizza delivery services with meaty sides
2025-07-02T14:45:52.252747,deepseek/deepseek-r1-0528,11,500,0.000005,0.001075,0.001080,Online pizza chains delivering nationwide
2025-07-02T14:45:52.527997,anthropic/claude-3.5-haiku-20241022:beta,14,260,0.000011,0.001040,0.001051,Pizza delivery services with meaty sides
2025-07-02T14:45:53.047236,google/gemini-2.5-flash,6,483,0.000002,0.001208,0.001209,Online pizza ordering with vegetarian options
2025-07-02T14:45:53.109167,anthropic/claude-3.5-haiku-20241022:beta,14,305,0.000011,0.001220,0.001231,Online pizza ordering with vegetarian options
2025-07-02T14:45:53.413575,perplexity/sonar-pro,6,296,0.000018,0.004440,0.004458,Quick pizza delivery for game night
2025-07-02T14:45:54.315842,openai/o4-mini,5,285,0.000005,0.001254,0.001260,Online pizza chains delivering nationwide
2025-07-02T14:45:54.651715,openai/o4-mini,5,194,0.000005,0.000854,0.000859,Pizza service comparison in India
2025-07-02T14:45:55.004133,google/gemini-2.5-flash,7,501,0.000002,0.001253,0.001255,Pizza delivery apps with real time updates
2025-07-02T14:45:55.202588,openai/o4-mini,6,374,0.000007,0.001646,0.001652,Pizza delivery with customizable crust thickness
2025-07-02T14:45:55.209161,perplexity/sonar-pro,6,500,0.000018,0.007500,0.007518,Pizza platforms with best customer reviews
2025-07-02T14:45:55.561149,perplexity/sonar-pro,7,242,0.000021,0.003630,0.003651,Pizza delivery apps with real time updates
2025-07-02T14:45:55.832164,deepseek/deepseek-r1-0528,13,500,0.000006,0.001075,0.001081,Pizza ordering sites with side dishes
2025-07-02T14:45:56.739191,deepseek/deepseek-r1-0528,12,499,0.000006,0.001073,0.001079,Pizza ordering app with group orders
2025-07-02T14:45:57.159009,google/gemini-2.5-flash,5,492,0.000002,0.001230,0.001232,Pizza ordering for group parties
2025-07-02T14:45:57.637546,openai/o4-mini,5,205,0.000005,0.000902,0.000907,Pizza delivery with dessert options
2025-07-02T14:45:58.245398,openai/o4-mini,6,704,0.000007,0.003098,0.003104,Online pizza ordering with vegetarian options
2025-07-02T14:45:58.340607,anthropic/claude-3.5-haiku-20241022:beta,12,272,0.000010,0.001088,0.001098,Pizza ordering for group parties
2025-07-02T14:45:59.027930,perplexity/sonar-pro,5,500,0.000015,0.007500,0.007515,Pizza ordering for group parties
2025-07-02T14:45:59.925074,anthropic/claude-3.5-haiku-20241022:beta,14,500,0.000011,0.002000,0.002011,Pizza delivery apps with real time updates
2025-07-02T14:46:00.085585,openai/o4-mini,7,566,0.000008,0.002490,0.002498,Pizza delivery apps with real time updates
2025-07-02T14:46:00.325466,openai/o4-mini,6,0,0.000007,0.000000,0.000007,Pizza delivery platforms with regional presence
2025-07-02T14:46:00.381452,perplexity/sonar-pro,6,387,0.000018,0.005805,0.005823,Pizza delivery with variety of toppings
2025-07-02T14:46:00.429777,openai/o4-mini,6,251,0.000007,0.001104,0.001111,Quick pizza delivery for game night
2025-07-02T14:46:00.468822,google/gemini-2.5-flash,5,501,0.000002,0.001253,0.001254,Pizza service with good ratings
2025-07-02T14:46:00.519206,openai/o4-mini,7,368,0.000008,0.001619,0.001627,Pizza delivery services with meaty sides
2025-07-02T14:46:00.719501,perplexity/sonar-pro,5,280,0.000015,0.004200,0.004215,Pizza service with good ratings
2025-07-02T14:46:01.004534,anthropic/claude-3.5-haiku-20241022:beta,15,302,0.000012,0.001208,0.001220,Pizza delivery with variety of toppings
2025-07-02T14:46:01.293344,openai/o4-mini,6,46,0.000007,0.000202,0.000209,Pizza platforms with best customer reviews
2025-07-02T14:46:01.481801,deepseek/deepseek-r1-0528,13,500,0.000006,0.001075,0.001081,Pizza ordering websites with kids menu
2025-07-02T14:46:01.643490,google/gemini-2.5-flash,6,481,0.000002,0.001203,0.001204,Pizza delivery with variety of toppings
2025-07-02T14:46:01.646573,perplexity/sonar-pro,6,228,0.000018,0.003420,0.003438,Pizza delivery sites offering pasta sides
2025-07-02T14:46:01.878631,anthropic/claude-3.5-haiku-20241022:beta,12,253,0.000010,0.001012,0.001022,Pizza service with good ratings
2025-07-02T14:46:02.081671,openai/o4-mini,5,112,0.000005,0.000493,0.000498,Pizza service with good ratings
2025-07-02T14:46:02.353809,anthropic/claude-3.5-haiku-20241022:beta,13,255,0.000010,0.001020,0.001030,Pizza delivery sites offering pasta sides
2025-07-02T14:46:02.372119,deepseek/deepseek-r1-0528,12,500,0.000006,0.001075,0.001081,Pizza service comparison in India
2025-07-02T14:46:03.159240,deepseek/deepseek-r1-0528,12,500,0.000006,0.001075,0.001081,Online pizza ordering with vegetarian options
2025-07-02T14:46:04.419228,google/gemini-2.5-flash,6,493,0.000002,0.001233,0.001234,Pizza delivery sites offering pasta sides
2025-07-02T14:46:04.458703,openai/o4-mini,5,515,0.000005,0.002266,0.002272,Pizza ordering for group parties
2025-07-02T14:46:05.361300,anthropic/claude-3.5-haiku-20241022:beta,13,307,0.000010,0.001228,0.001238,Pizza ordering platforms with discounts
2025-07-02T14:46:05.564148,perplexity/sonar-pro,5,500,0.000015,0.007500,0.007515,Pizza ordering platforms with discounts
2025-07-02T14:46:06.132254,google/gemini-2.5-flash,5,492,0.000002,0.001230,0.001232,Pizza ordering platforms with discounts
2025-07-02T14:46:07.357003,google/gemini-2.5-flash,6,497,0.000002,0.001243,0.001244,Pizza delivery apps with onion rings
2025-07-02T14:46:07.553993,anthropic/claude-3.5-haiku-20241022:beta,14,261,0.000011,0.001044,0.001055,Pizza delivery apps with onion rings
2025-07-02T14:46:07.732827,deepseek/deepseek-r1-0528,12,500,0.000006,0.001075,0.001081,Pizza ordering for group parties
2025-07-02T14:46:07.866053,perplexity/sonar-pro,6,341,0.000018,0.005115,0.005133,Pizza delivery apps with onion rings
2025-07-02T14:46:08.696159,deepseek/deepseek-r1-0528,13,500,0.000006,0.001075,0.001081,Pizza delivery with customizable crust thickness
2025-07-02T14:46:08.722255,openai/o4-mini,6,382,0.000007,0.001681,0.001687,Pizza delivery with variety of toppings
2025-07-02T14:46:08.758413,google/gemini-2.5-flash,5,496,0.000002,0.001240,0.001241,Best pizza deals near me
2025-07-02T14:46:08.818326,anthropic/claude-3.5-haiku-20241022:beta,12,220,0.000010,0.000880,0.000890,Best pizza deals near me
2025-07-02T14:46:10.020360,google/gemini-2.5-flash,5,497,0.000002,0.001243,0.001244,Pizza services for quick dinner
2025-07-02T14:46:10.480277,perplexity/sonar-pro,5,262,0.000015,0.003930,0.003945,Pizza services for quick dinner
2025-07-02T14:46:10.556417,openai/o4-mini,5,490,0.000005,0.002156,0.002161,Pizza ordering platforms with discounts
2025-07-02T14:46:10.815227,openai/o4-mini,6,0,0.000007,0.000000,0.000007,Pizza ordering websites with kids menu
2025-07-02T14:46:11.244776,deepseek/deepseek-r1-0528,14,500,0.000007,0.001075,0.001082,Pizza delivery services with meaty sides
2025-07-02T14:46:11.396681,deepseek/deepseek-r1-0528,13,500,0.000006,0.001075,0.001081,Pizza delivery with variety of toppings
2025-07-02T14:46:11.434372,deepseek/deepseek-r1-0528,12,500,0.000006,0.001075,0.001081,Pizza service with good ratings
2025-07-02T14:46:11.464413,anthropic/claude-3.5-haiku-20241022:beta,12,267,0.000010,0.001068,0.001078,Pizza services for quick dinner
2025-07-02T14:46:11.760647,deepseek/deepseek-r1-0528,13,500,0.000006,0.001075,0.001081,Pizza platforms with best customer reviews
2025-07-02T14:46:11.872666,openai/o4-mini,6,111,0.000007,0.000488,0.000495,Pizza delivery sites offering pasta sides
2025-07-02T14:46:12.105317,deepseek/deepseek-r1-0528,13,500,0.000006,0.001075,0.001081,Pizza delivery sites offering pasta sides
2025-07-02T14:46:12.362146,perplexity/sonar-pro,5,283,0.000015,0.004245,0.004260,Best pizza deals near me
2025-07-02T14:46:12.820141,google/gemini-2.5-flash,6,499,0.000002,0.001248,0.001249,Pizza delivery services with reliable timing
2025-07-02T14:46:13.008722,deepseek/deepseek-r1-0528,12,500,0.000006,0.001075,0.001081,Quick pizza delivery for game night
2025-07-02T14:46:13.249799,google/gemini-2.5-flash,5,163,0.000002,0.000408,0.000409,Pizza ordering with extra cheese
2025-07-02T14:46:13.540623,anthropic/claude-3.5-haiku-20241022:beta,13,259,0.000010,0.001036,0.001046,Pizza delivery services with reliable timing
2025-07-02T14:46:14.513382,anthropic/claude-3.5-haiku-20241022:beta,12,219,0.000010,0.000876,0.000886,Pizza ordering with extra cheese
2025-07-02T14:46:15.015370,openai/o4-mini,5,444,0.000005,0.001954,0.001959,Best pizza deals near me
2025-07-02T14:46:15.696962,perplexity/sonar-pro,6,500,0.000018,0.007500,0.007518,Pizza delivery services with reliable timing
2025-07-02T14:46:16.063524,deepseek/deepseek-r1-0528,13,500,0.000006,0.001075,0.001081,Pizza delivery services with reliable timing
2025-07-02T14:46:16.430294,google/gemini-2.5-flash,8,497,0.000002,0.001243,0.001245,Pizza platforms with 24 hour delivery
2025-07-02T14:46:16.755839,perplexity/sonar-pro,5,411,0.000015,0.006165,0.006180,Pizza ordering with extra cheese
2025-07-02T14:46:16.983839,deepseek/deepseek-r1-0528,12,500,0.000006,0.001075,0.001081,Pizza apps offering combo meals
2025-07-02T14:46:17.131270,anthropic/claude-3.5-haiku-20241022:beta,15,245,0.000012,0.000980,0.000992,Pizza platforms with 24 hour delivery
2025-07-02T14:46:17.223101,perplexity/sonar-pro,7,500,0.000021,0.007500,0.007521,Pizza delivery apps with multiple payment options
2025-07-02T14:46:17.489143,google/gemini-2.5-flash,7,495,0.000002,0.001238,0.001240,Pizza delivery apps with multiple payment options
2025-07-02T14:46:17.568184,perplexity/sonar-pro,6,212,0.000018,0.003180,0.003198,Pizza delivery sites with side salads
2025-07-02T14:46:17.752683,perplexity/sonar-pro,7,470,0.000021,0.007050,0.007071,Pizza platforms with 24 hour delivery
2025-07-02T14:46:17.772176,openai/o4-mini,5,478,0.000005,0.002103,0.002109,Pizza services for quick dinner
2025-07-02T14:46:17.846166,anthropic/claude-3.5-haiku-20241022:beta,13,278,0.000010,0.001112,0.001122,Pizza ordering websites with customization
2025-07-02T14:46:17.942259,openai/o4-mini,5,215,0.000005,0.000946,0.000951,Pizza ordering with extra cheese
2025-07-02T14:46:18.200572,deepseek/deepseek-r1-0528,12,500,0.000006,0.001075,0.001081,Pizza services for quick dinner
2025-07-02T14:46:18.267096,anthropic/claude-3.5-haiku-20241022:beta,14,239,0.000011,0.000956,0.000967,Pizza delivery sites with side salads
2025-07-02T14:46:18.643981,deepseek/deepseek-r1-0528,12,500,0.000006,0.001075,0.001081,Pizza ordering websites with customization
2025-07-02T14:46:18.777305,google/gemini-2.5-flash,6,494,0.000002,0.001235,0.001237,Pizza delivery sites with side salads
2025-07-02T14:46:18.823584,anthropic/claude-3.5-haiku-20241022:beta,13,298,0.000010,0.001192,0.001202,Pizza services with different sauce choices
2025-07-02T14:46:18.954795,anthropic/claude-3.5-haiku-20241022:beta,13,289,0.000010,0.001156,0.001166,Pizza delivery for family dinners
2025-07-02T14:46:19.054295,anthropic/claude-3.5-haiku-20241022:beta,14,279,0.000011,0.001116,0.001127,Pizza delivery apps with multiple payment options
2025-07-02T14:46:19.268876,anthropic/claude-3.5-haiku-20241022:beta,13,284,0.000010,0.001136,0.001146,Pizza ordering apps for office parties
2025-07-02T14:46:19.319545,google/gemini-2.5-flash,6,493,0.000002,0.001233,0.001234,Pizza services with different sauce choices
2025-07-02T14:46:19.432337,google/gemini-2.5-flash,5,495,0.000002,0.001238,0.001239,Pizza delivery for family dinners
2025-07-02T14:46:19.483239,google/gemini-2.5-flash,5,495,0.000002,0.001238,0.001239,Pizza ordering websites with customization
2025-07-02T14:46:19.578064,perplexity/sonar-pro,6,500,0.000018,0.007500,0.007518,Pizza ordering apps for office parties
2025-07-02T14:46:19.799990,deepseek/deepseek-r1-0528,13,500,0.000006,0.001075,0.001081,Pizza services with different sauce choices
2025-07-02T14:46:20.088980,google/gemini-2.5-flash,6,495,0.000002,0.001238,0.001239,Pizza ordering apps for office parties
2025-07-02T14:46:20.112936,deepseek/deepseek-r1-0528,12,500,0.000006,0.001075,0.001081,Pizza delivery for family dinners
2025-07-02T14:46:20.243153,deepseek/deepseek-r1-0528,14,500,0.000007,0.001075,0.001082,Pizza delivery apps with real time updates
2025-07-02T14:46:20.564719,google/gemini-2.5-flash,6,319,0.000002,0.000798,0.000799,Pizza delivery services in my area
2025-07-02T14:46:21.657199,perplexity/sonar-pro,6,352,0.000018,0.005280,0.005298,Pizza delivery services in my area
2025-07-02T14:46:22.025488,anthropic/claude-3.5-haiku-20241022:beta,13,150,0.000010,0.000600,0.000610,Pizza delivery services in my area
2025-07-02T14:46:22.030053,perplexity/sonar-pro,5,500,0.000015,0.007500,0.007515,Pizza delivery for family dinners
2025-07-02T14:46:22.339159,openai/o4-mini,7,472,0.000008,0.002077,0.002084,Pizza platforms with 24 hour delivery
2025-07-02T14:46:22.700668,openai/o4-mini,6,556,0.000007,0.002446,0.002453,Pizza delivery services with reliable timing
2025-07-02T14:46:23.017136,perplexity/sonar-pro,6,472,0.000018,0.007080,0.007098,Pizza services with different sauce choices
2025-07-02T14:46:23.553008,perplexity/sonar-pro,5,468,0.000015,0.007020,0.007035,Pizza ordering websites with customization
2025-07-02T14:46:23.585060,google/gemini-2.5-flash,5,497,0.000002,0.001243,0.001244,Pizza platforms offering dinner combos
2025-07-02T14:46:23.748750,deepseek/deepseek-r1-0528,12,500,0.000006,0.001075,0.001081,Pizza ordering platforms with discounts
2025-07-02T14:46:24.172500,openai/o4-mini,5,409,0.000005,0.001800,0.001805,Pizza delivery for family dinners
2025-07-02T14:46:24.267964,google/gemini-2.5-flash,6,384,0.000002,0.000960,0.000962,Pizza ordering for late night cravings
2025-07-02T14:46:24.350123,perplexity/sonar-pro,5,361,0.000015,0.005415,0.005430,Pizza platforms offering dinner combos
2025-07-02T14:46:24.954808,anthropic/claude-3.5-haiku-20241022:beta,13,273,0.000010,0.001092,0.001102,Pizza platforms offering dinner combos
2025-07-02T14:46:25.210728,openai/o4-mini,6,371,0.000007,0.001632,0.001639,Pizza services with different sauce choices
2025-07-02T14:46:25.671177,openai/o4-mini,6,35,0.000007,0.000154,0.000161,Pizza delivery services in my area
2025-07-02T14:46:26.621178,openai/o4-mini,6,646,0.000007,0.002842,0.002849,Pizza ordering apps for office parties
2025-07-02T14:46:26.933385,google/gemini-2.5-flash,6,388,0.000002,0.000970,0.000972,Pizza delivery with soft drinks included
2025-07-02T14:46:27.181419,deepseek/deepseek-r1-0528,13,500,0.000006,0.001075,0.001081,Pizza platforms offering dinner combos
2025-07-02T14:46:27.244762,openai/o4-mini,5,130,0.000005,0.000572,0.000577,Pizza ordering websites with customization
2025-07-02T14:46:27.295086,openai/o4-mini,6,0,0.000007,0.000000,0.000007,Pizza delivery apps with onion rings
2025-07-02T14:46:27.370345,anthropic/claude-3.5-haiku-20241022:beta,15,279,0.000012,0.001116,0.001128,Pizza ordering for late night cravings
2025-07-02T14:46:27.447216,perplexity/sonar-pro,6,301,0.000018,0.004515,0.004533,Pizza delivery with soft drinks included
2025-07-02T14:46:27.595257,anthropic/claude-3.5-haiku-20241022:beta,13,168,0.000010,0.000672,0.000682,Pizza delivery with soft drinks included
2025-07-02T14:46:27.648976,deepseek/deepseek-r1-0528,14,500,0.000007,0.001075,0.001082,Pizza delivery apps with multiple payment options
2025-07-02T14:46:27.811423,deepseek/deepseek-r1-0528,13,500,0.000006,0.001075,0.001081,Pizza delivery apps with onion rings
2025-07-02T14:46:28.235960,openai/o4-mini,6,220,0.000007,0.000968,0.000975,Pizza delivery sites with side salads
2025-07-02T14:46:28.827345,deepseek/deepseek-r1-0528,11,500,0.000005,0.001075,0.001080,Best pizza deals near me
2025-07-02T14:46:29.575174,anthropic/claude-3.5-haiku-20241022:beta,13,303,0.000010,0.001212,0.001222,Pizza services with snack sides
2025-07-02T14:46:30.031175,perplexity/sonar-pro,5,266,0.000015,0.003990,0.004005,Pizza services with snack sides
2025-07-02T14:46:30.345041,google/gemini-2.5-flash,5,496,0.000002,0.001240,0.001241,Pizza services with snack sides
2025-07-02T14:46:30.636227,anthropic/claude-3.5-haiku-20241022:beta,13,255,0.000010,0.001020,0.001030,Online pizza chains with fast service
2025-07-02T14:46:31.051890,google/gemini-2.5-flash,6,499,0.000002,0.001248,0.001249,Online pizza chains with fast service
2025-07-02T14:46:31.083272,perplexity/sonar-pro,6,470,0.000018,0.007050,0.007068,Pizza ordering for late night cravings
2025-07-02T14:46:31.287575,anthropic/claude-3.5-haiku-20241022:beta,13,282,0.000010,0.001128,0.001138,Pizza ordering apps with easy UI
2025-07-02T14:46:31.474034,openai/o4-mini,6,237,0.000007,0.001043,0.001049,Pizza delivery with soft drinks included
2025-07-02T14:46:32.049747,deepseek/deepseek-r1-0528,13,500,0.000006,0.001075,0.001081,Pizza delivery services in my area
2025-07-02T14:46:32.876917,google/gemini-2.5-flash,6,495,0.000002,0.001238,0.001239,Pizza ordering apps with easy UI
2025-07-02T14:46:33.033904,google/gemini-2.5-flash,5,495,0.000002,0.001238,0.001239,Pizza services for group discounts
2025-07-02T14:46:33.300665,perplexity/sonar-pro,6,283,0.000018,0.004245,0.004263,Pizza ordering websites with quick checkout
2025-07-02T14:46:33.470312,perplexity/sonar-pro,6,259,0.000018,0.003885,0.003903,Online pizza chains with fast service
2025-07-02T14:46:33.893771,openai/o4-mini,6,573,0.000007,0.002521,0.002528,Pizza ordering for late night cravings
2025-07-02T14:46:34.333937,google/gemini-2.5-flash,6,491,0.000002,0.001228,0.001229,Pizza delivery with spice level control
2025-07-02T14:46:34.445303,perplexity/sonar-pro,6,500,0.000018,0.007500,0.007518,Pizza delivery with spice level control
2025-07-02T14:46:34.640550,anthropic/claude-3.5-haiku-20241022:beta,13,298,0.000010,0.001192,0.001202,Pizza services for group discounts
2025-07-02T14:46:35.260579,deepseek/deepseek-r1-0528,13,500,0.000006,0.001075,0.001081,Pizza ordering for late night cravings
2025-07-02T14:46:35.610828,deepseek/deepseek-r1-0528,12,500,0.000006,0.001075,0.001081,Pizza ordering with extra cheese
2025-07-02T14:46:35.701758,google/gemini-2.5-flash,6,496,0.000002,0.001240,0.001242,Pizza ordering websites with quick checkout
2025-07-02T14:46:35.827676,openai/o4-mini,6,352,0.000007,0.001549,0.001555,Online pizza chains with fast service
2025-07-02T14:46:36.032735,anthropic/claude-3.5-haiku-20241022:beta,14,500,0.000011,0.002000,0.002011,Pizza delivery with spice level control
2025-07-02T14:46:36.508758,anthropic/claude-3.5-haiku-20241022:beta,13,275,0.000010,0.001100,0.001110,Pizza ordering websites with quick checkout
2025-07-02T14:46:36.923156,google/gemini-2.5-flash,7,501,0.000002,0.001253,0.001255,Pizza delivery sites with multi city service
2025-07-02T14:46:36.947723,deepseek/deepseek-r1-0528,13,500,0.000006,0.001075,0.001081,Pizza ordering apps for office parties
2025-07-02T14:46:37.542562,openai/o4-mini,6,551,0.000007,0.002424,0.002431,Pizza ordering apps with easy UI
2025-07-02T14:46:37.564012,deepseek/deepseek-r1-0528,12,500,0.000006,0.001075,0.001081,Pizza services with snack sides
2025-07-02T14:46:37.602462,deepseek/deepseek-r1-0528,12,500,0.000006,0.001075,0.001081,Pizza ordering apps with easy UI
2025-07-02T14:46:38.021083,perplexity/sonar-pro,7,254,0.000021,0.003810,0.003831,Pizza delivery sites with multi city service
2025-07-02T14:46:38.367598,perplexity/sonar-pro,6,500,0.000018,0.007500,0.007518,Pizza ordering apps with easy UI
2025-07-02T14:46:39.087939,anthropic/claude-3.5-haiku-20241022:beta,14,326,0.000011,0.001304,0.001315,Pizza delivery sites with multi city service
2025-07-02T14:46:39.800930,openai/o4-mini,5,246,0.000005,0.001082,0.001088,Pizza services with snack sides
2025-07-02T14:46:39.814742,openai/o4-mini,5,533,0.000005,0.002345,0.002351,Pizza services for group discounts
2025-07-02T14:46:40.997744,google/gemini-2.5-flash,6,496,0.000002,0.001240,0.001242,Pizza delivery apps with special offers
2025-07-02T14:46:41.073329,openai/o4-mini,6,289,0.000007,0.001272,0.001278,Pizza ordering websites with quick checkout
2025-07-02T14:46:41.519164,perplexity/sonar-pro,5,500,0.000015,0.007500,0.007515,Pizza services for group discounts
2025-07-02T14:46:41.698349,anthropic/claude-3.5-haiku-20241022:beta,13,270,0.000010,0.001080,0.001090,Pizza delivery apps with special offers
2025-07-02T14:46:41.786379,perplexity/sonar-pro,6,297,0.000018,0.004455,0.004473,Pizza delivery apps with special offers
2025-07-02T14:46:41.916763,perplexity/sonar-pro,5,499,0.000015,0.007485,0.007500,Pizza platforms with phone ordering
2025-07-02T14:46:41.998554,openai/o4-mini,7,0,0.000008,0.000000,0.000008,Pizza delivery apps with multiple payment options
2025-07-02T14:46:42.147074,anthropic/claude-3.5-haiku-20241022:beta,12,272,0.000010,0.001088,0.001098,Pizza platforms with phone ordering
2025-07-02T14:46:42.599351,perplexity/sonar-pro,6,401,0.000018,0.006015,0.006033,Pizza ordering for quick lunch break
2025-07-02T14:46:42.601334,google/gemini-2.5-flash,5,498,0.000002,0.001245,0.001246,Pizza platforms with phone ordering
2025-07-02T14:46:42.601334,deepseek/deepseek-r1-0528,12,500,0.000006,0.001075,0.001081,Online pizza chains with fast service
2025-07-02T14:46:42.832457,anthropic/claude-3.5-haiku-20241022:beta,13,274,0.000010,0.001096,0.001106,Pizza ordering for quick lunch break
2025-07-02T14:46:42.872491,google/gemini-2.5-flash,6,498,0.000002,0.001245,0.001247,Pizza ordering for quick lunch break
2025-07-02T14:46:43.644620,deepseek/deepseek-r1-0528,13,500,0.000006,0.001075,0.001081,Pizza ordering websites with quick checkout
2025-07-02T14:46:44.041093,openai/o4-mini,7,473,0.000008,0.002081,0.002089,Pizza delivery sites with multi city service
2025-07-02T14:46:44.605377,deepseek/deepseek-r1-0528,12,500,0.000006,0.001075,0.001081,Pizza services for group discounts
2025-07-02T14:46:44.963129,perplexity/sonar-pro,6,500,0.000018,0.007500,0.007518,Pizza delivery services with minimum wait
2025-07-02T14:46:45.129740,google/gemini-2.5-flash,6,494,0.000002,0.001235,0.001237,Pizza ordering platforms for budget meals
